round,time,inoc,nutrient,replicate,high_N,high_P,material,shoot_mass_g,root_mass_g,leaf_area_mm2,leaf_perim_mm,leaves,mass_saved_g,aphid_mass_g,trans_N,trans_P,trans_NP,trans_L,exp_notes,ext_group,ext_date,extractors,mass_ext_mg,ext_group_notes,ext_sample_notes,RT_date,PCR_date,gel_date,molc_notes,RTPCR_PAV,RTPCR_RPV
1,6,RPV,N+P,2,1,1,shoot,0.1458,0.0051,922.883,889.723,2,0.116,0.0298,0,0,0,0,NA,16,10/30/14,"AK,TP",48.8,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,4/8/16,4/9/16,4/9/16,NA,0,1
1,6,RPV,P,1,0,1,shoot,0.2093,0.0192,1126.791,926.67,3,0.1655,0.0438,1,1,1,1,Tested in July for RT-PCR and came up negative for both PAV and RPV so it was re-tested in August,20,11/10/14,"AK, EB, TP",48,"frozen after chloroform transfer, frozen after ethanol addition",NA,8/19/15,8/21/15,8/21/15,NA,0,0.5
1,6,RPV,P,2,0,1,shoot,0.2842,0.0223,1394.232,1120.008,3,0.2266,0.0576,0,1,0,0,4 aphids for transmission to P,22,1/11/15,AK,49.1,samples went in fridge after grinding for ~15 min,"ext 19, ext 21",4/22/16,4/30/16,4/30/16,"extracted in group 19, 51.8 g mass used",0,0
1,7,coinfection,low,1,0,0,shoot,0.1862,0.0154,1135.967,1108.034,3,0.1122,0.074,1,1,1,1,plant not used for transmission,17,11/4/14,"AK, TP",48.9,NA,NA,NA,NA,NA,NA,NA,NA
1,7,coinfection,low,2,0,0,shoot,0.0724,0.0077,637.053,675.482,3,0.0441,0.0283,1,1,1,NA,NA,3,10/1/14,"AK,EB,TP",35.5,Frozen after chloroform transfer,All tissue used,NA,NA,NA,NA,NA,NA
1,7,coinfection,N,1,1,0,shoot,0.4312,0.015,2108.524,1525.327,3,0.2593,0.1719,1,1,1,1,NA,6,10/17/14,AK,50.4,NA,NA,NA,NA,NA,NA,NA,NA
1,7,coinfection,N,2,1,0,shoot,0.2045,0.0141,1036.465,857.358,3,0.1218,0.0827,2,1,1,1,N leaf broken when trans IAP stopped,16,10/30/14,"AK,TP",47.2,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,NA,NA,NA,NA,NA,NA
1,7,coinfection,N+P,1,1,1,shoot,0.218,0.0159,1101.798,956.141,3,0.1298,0.0882,1,1,1,0,NA,11,10/22/14,"AK, EB",46.2,NA,NA,NA,NA,NA,NA,NA,NA
1,7,coinfection,N+P,2,1,1,shoot,0.2392,0.028,1449.097,1052.114,3,0.1445,0.0947,1,1,0,0,"leaf broken when IAP stopped, 1 adult and 3 babies for transmission to N",12,10/23/14,"TP, AK",49.1,extra incubation before heating,NA,NA,NA,NA,NA,NA,NA
1,7,coinfection,P,1,0,1,shoot,0.1031,0.0119,826.695,770.08,2,0.0632,0.0399,1,1,1,1,NA,20,11/10/14,"AK, EB, TP",51.4,"frozen after chloroform transfer, frozen after ethanol addition",used all tissue,NA,NA,NA,NA,NA,NA
1,7,coinfection,P,2,0,1,shoot,0.1927,0.0231,1285.973,1177.113,2,0.1169,0.0758,2,1,0,0,NA,4,10/15/14,AK,51,2.0 ml tubes for final set,"took NP Co T7 2 out by accident, but put back in VCE1 T7 bag",NA,NA,NA,NA,NA,NA
1,7,healthy,low,1,0,0,shoot,0.9344,0.0461,4425.199,2730.863,4,0.9344,0,NA,NA,NA,NA,may have had fewer than 10 aphids,4,10/15/14,AK,52.3,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,7,healthy,low,2,0,0,shoot,0.534,0.022,2812.683,1673.461,4,0.534,0,NA,NA,NA,NA,may have had fewer than 10 aphids,4,10/15/14,AK,50.7,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,7,healthy,N,1,1,0,shoot,0.3395,0.0108,2376.9,1951.998,3,0.3395,0,NA,NA,NA,NA,may have had fewer than 10 aphids,22,1/11/15,AK,52.3,samples went in fridge after grinding for ~15 min,Ext 21,2/19/15,3/9/15,3/10/15,NA,0.5,0
1,7,healthy,N,2,1,0,shoot,0.4508,0.0164,2480.108,2091.655,4,0.4508,0,NA,NA,NA,NA,may have had fewer than 10 aphids,9,10/20/14,AK,49.6,NA,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,7,healthy,N+P,1,1,1,shoot,0.1473,0.0041,860.735,1101.159,3,0.1473,0,NA,NA,NA,NA,"may have had fewer than 10 aphids, leaf broken during watering",14,10/28/14,"AK, EB",48.1,frozen after chlororophyll transfer,NA,3/3/15,3/5/15,3/10/15,NA,0,0
1,7,healthy,N+P,2,1,1,shoot,0.9124,0.034,4155.959,2263.349,4,0.9124,0,NA,NA,NA,NA,may have had fewer than 10 aphids,19,11/6/14,"AK, TP",50.1,"tubes flipped after isoproponal addition, frozen after ethanol addition","some sample lost, try to re-do in 21",2/24/15,3/4/15,3/4/15,"Sample done in extraction 19, but some sample lost, sample re-done in extraction 22, but pellet may have been lost (came up as negative for both) - use 19 results. Mass extracted for 22 was 46.1 g.",1,0.5
1,7,healthy,P,1,0,1,shoot,0.0948,0.0169,511.77,714.698,2,0.0948,0,NA,NA,NA,NA,"leaf broken when IAP stopped, may have had fewer than 10 aphids",19,11/6/14,"AK, TP",49.3,"tubes flipped after isoproponal addition, frozen after ethanol addition","some sample lost, try to re-do in 21",2/24/15,3/4/15,3/4/15,NA,1,0
1,7,healthy,P,2,0,1,shoot,0.2436,0.0152,1468.339,1288.861,3,0.2436,0,NA,NA,NA,NA,may have had fewer than 10 aphids,17,11/4/14,"AK, TP",47.6,NA,NA,2/24/15,3/4/15,3/4/15,NA,0,0
1,7,PAV,low,1,0,0,shoot,0.343,0.0288,1455.601,1358.322,3,0.2053,0.1377,1,1,1,1,NA,5,10/16/14,"AK, TP, KR",50.6,2.0 ml tubes for final set,NA,7/8/15,7/9/15,7/13/15,NA,0,0
1,7,PAV,low,2,0,0,shoot,0.1176,0.0083,689.789,709.03,3,0.0718,0.0458,0,1,1,2,L leaf broken when trans IAP stopped,10,10/21/14,AK,45,extra incubation times (see notebook),NA,7/23/15,7/24/15,7/30/15,NA,1,0
1,7,PAV,N,1,1,0,shoot,NA,0,NA,NA,NA,NA,NA,1,1,1,1,"leaf broken when IAP stopped, P leaf broken when trans IAP stopped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,PAV,N,2,1,0,shoot,0.2389,0.017,1422.621,1407.845,3,0.1434,0.0955,1,1,1,1,NA,3,10/1/14,"AK,EB,TP",53.7,Frozen after chloroform transfer,NA,8/19/15,8/21/15,8/21/15,NA,0,0
1,7,PAV,N+P,1,1,1,shoot,0.2478,0.0249,1276.715,935.008,4,0.1504,0.0974,1,1,1,1,NA,22,1/11/15,AK,16.8,samples went in fridge after grinding for ~15 min,"ext 19, ext 21, UAT",7/8/15,7/9/15,7/13/15,"extracted in group 19, 49.8 g mass used",1,0
1,7,PAV,N+P,2,1,1,shoot,0.3897,0.014,2045.455,1436.901,3,0.2339,0.1558,0,1,2,1,NP (3) leaf broken when trans IAP stopped,18,11/5/14,"AK, EB",50.1,NA,NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,7,PAV,P,1,0,1,shoot,0.1183,0.0076,682.646,912.09,3,0.0707,0.0476,1,1,1,1,NA,15,10/29/14,"AK,TP",49.3,4 min incubation after Trizol transfer,NA,7/8/15,7/13/15,7/13/15,NA,0.5,0
1,7,PAV,P,2,0,1,shoot,0.2841,0.0171,1550.161,1389.755,3,0.1714,0.1127,0,1,1,1,3 adults and 2 babies for transmission to N,1,9/22/14-9/24/14,"AK, EB, TP",48.8,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",NA,NA,NA,NA,NA,NA,NA
1,7,RPV,low,1,0,0,shoot,0.3501,0.0311,1924.751,1709.833,3,0.2117,0.1384,1,1,1,1,NP leaf broken when trans IAP stopped,11,10/22/14,"AK, EB",47.5,NA,NA,NA,NA,NA,NA,NA,NA
1,7,RPV,low,2,0,0,shoot,0.1915,0.0182,1065.005,1114.453,3,0.1146,0.0769,0,0,1,1,L leaf broken when trans IAP stopped,10,10/21/14,AK,46.3,extra incubation times (see notebook),NA,NA,NA,NA,NA,NA,NA
1,7,RPV,N,1,1,0,shoot,0.2974,0.0152,1888.821,1732.916,3,0.1778,0.1196,1,1,1,1,4 adults and 1 baby for transmission to L,15,10/29/14,"AK,TP",49.3,4 min incubation after Trizol transfer,NA,4/8/16,4/9/16,4/9/16,NA,0,0
1,7,RPV,N,2,1,0,shoot,0.282,0.0225,1961.701,1567.63,3,0.1692,0.1128,0,0,1,1,plant not used for transmission,4,10/15/14,AK,52.4,2.0 ml tubes for final set,NA,4/22/16,4/30/16,4/30/16,NA,0,1
1,7,RPV,N+P,1,1,1,shoot,0.3255,0.0122,1584.147,1155.332,3,0.1963,0.1292,1,1,1,1,NA,20,11/10/14,"AK, EB, TP",52,"frozen after chloroform transfer, frozen after ethanol addition",NA,7/23/15,7/24/15,7/30/15,NA,0,1
1,7,RPV,N+P,2,1,1,shoot,0.1432,0.0047,783.226,960.543,3,0.0852,0.058,0,0,1,1,L leaf broken when killing aphids,17,11/4/14,"AK, TP",48.2,NA,part of pellet may have been lost,4/22/16,4/30/16,4/30/16,NA,0,1
1,7,RPV,P,1,0,1,shoot,0.1633,0.0147,1305.656,1263.677,3,0.0982,0.0651,1,1,1,1,plant not used for transmission,5,10/16/14,"AK, TP, KR",48.5,2.0 ml tubes for final set,NA,4/22/16,4/30/16,4/30/16,NA,0,0
1,7,RPV,P,2,0,1,shoot,0.1652,0.0125,1002.369,1082.745,3,0.0991,0.0661,0,0,1,1,NA,2,9/25/14,"AK, EB, TP",52.4,15 min isopropanol incubation,NA,3/4/16,3/5/16,3/5/16,NA,0,0
1,8,coinfection,low,1,0,0,shoot,0.0538,0.0027,514.796,712.713,2,0.032,0.0218,1,1,1,1,L leaf broken when trans IAP stopped,20,11/10/14,"AK, EB, TP",30.2,"frozen after chloroform transfer, frozen after ethanol addition",used all tissue,NA,NA,NA,NA,NA,NA
1,8,coinfection,low,2,0,0,shoot,0.1421,0.0127,1000.814,845.78,3,0.0855,0.0566,1,1,1,1,NA,2,9/25/14,"AK, EB, TP",50.9,15 min isopropanol incubation,NA,NA,NA,NA,NA,NA,NA
1,8,coinfection,N,1,1,0,shoot,0.1127,0.0068,807.925,982.322,3,0.0678,0.0449,1,1,1,1,NA,18,11/5/14,"AK, EB",46.7,NA,NA,NA,NA,NA,NA,NA,NA
1,8,coinfection,N,2,1,0,shoot,0.4163,0.0145,2285.887,1741.757,3,0.2497,0.1666,1,1,1,1,NA,7,10/18/14,AK,52.3,NA,NA,NA,NA,NA,NA,NA,NA
1,8,coinfection,N+P,1,1,1,shoot,0.4274,0.0179,2246.529,1760.957,3,0.2562,0.1712,1,1,1,1,NA,8,10/19/14,AK,52.5,NA,NA,NA,NA,NA,NA,NA,NA
1,8,coinfection,N+P,2,1,1,shoot,0.2812,0.01,1764.674,1515.714,4,0.1695,0.1117,1,1,1,1,NA,11,10/22/14,"AK, EB",49,NA,NA,NA,NA,NA,NA,NA,NA
1,8,coinfection,P,1,0,1,shoot,0.231,0.0174,1125.936,961.187,2,0.1385,0.0925,1,1,1,1,NA,22,1/11/15,AK,7.2,samples went in fridge after grinding for ~15 min,"ext 19, ext 21, UAT, didn't see pellet",NA,NA,NA,"extracted in group 19, 51.6 g mass used",NA,NA
1,8,coinfection,P,2,0,1,shoot,0.1368,0.0148,919.097,976.751,2,0.0818,0.055,1,1,1,1,N leaf broken when trans IAP stopped,16,10/30/14,"AK,TP",46.1,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,NA,NA,NA,NA,NA,NA
1,8,healthy,low,1,0,0,shoot,0.5374,0.0254,2604.294,1373.073,4,0.5374,0,NA,NA,NA,NA,"may have had fewer than 10 aphids, watered with a little NP in addition to treatment",17,11/4/14,"AK, TP",51.8,NA,NA,2/24/15,3/4/15,3/4/15,NA,0,0
1,8,healthy,low,2,0,0,shoot,0.4916,0.032,2911.819,1655.29,4,0.4916,0,NA,NA,NA,NA,may have had fewer than 10 aphids,14,10/28/14,"AK, EB",49.8,frozen after chlororophyll transfer,tiny pellet,3/3/15,3/5/15,3/10/15,NA,0,0
1,8,healthy,N,1,1,0,shoot,0.5558,0.0189,2962.009,1904.301,4,0.5558,0,NA,NA,NA,NA,may have had fewer than 10 aphids,22,1/11/15,AK,50.9,samples went in fridge after grinding for ~15 min,Ext 21,2/19/15,3/9/15,3/10/15,NA,0.5,0.5
1,8,healthy,N,2,1,0,shoot,0.557,0.01,2584.89,1602.724,4,0.557,0,NA,NA,NA,NA,may have had fewer than 10 aphids,20,11/10/14,"AK, EB, TP",52.8,"frozen after chloroform transfer, frozen after ethanol addition",NA,2/24/15,3/4/15,3/4/15,NA,0.5,0.5
1,8,healthy,N+P,1,1,1,shoot,0.7182,0.0193,3466.788,2213.541,4,0.7182,0,NA,NA,NA,NA,may have had fewer than 10 aphids,6,10/17/14,AK,50,NA,NA,3/24/15,4/21/15,4/21/15,NA,1,0
1,8,healthy,N+P,2,1,1,shoot,0.968,0.0171,4439.516,2761.417,5,0.968,0,NA,NA,NA,NA,may have had fewer than 10 aphids,13,10/24/14,AK,52.4,frozen after chloroform transfer,NA,3/3/15,3/5/15,3/10/15,NA,0,0
1,8,healthy,P,1,0,1,shoot,0.3423,0.0109,2096.272,1688.45,4,0.3423,0,NA,NA,NA,NA,may have had fewer than 10 aphids,18,11/5/14,"AK, EB",46.7,NA,NA,2/24/15,3/4/15,3/4/15,NA,0,0.5
1,8,healthy,P,2,0,1,shoot,0.3358,0.0111,1832.51,1553.572,4,0.3358,0,NA,NA,NA,NA,may have had fewer than 10 aphids,15,10/29/14,"AK,TP",49.1,4 min incubation after Trizol transfer,NA,3/3/15,3/5/15,3/10/15,NA,0.5,1
1,8,PAV,low,1,0,0,shoot,NA,9.00E-04,NA,NA,NA,NA,NA,1,1,1,1,plant died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,PAV,low,2,0,0,shoot,0.289,0.0334,1749.601,1608.898,4,0.1761,0.1129,1,1,1,1,NA,22,1/11/15,AK,29.8,samples went in fridge after grinding for ~15 min,"ext 19, ext 21, UAT",7/8/15,7/13/15,7/13/15,"extracted in group 19, 50 g mass used",1,0
1,8,PAV,N,1,1,0,shoot,0.3193,0.0117,1875.744,1616.023,4,0.1914,0.1279,1,1,1,1,Trans NP got watered twice one day,11,10/22/14,"AK, EB",48,NA,NA,7/8/15,7/9/15,7/13/15,NA,1,0.5
1,8,PAV,N,2,1,0,shoot,0.2616,0.0034,1691.001,1612.192,3,0.1562,0.1054,1,1,1,0,NA,4,10/15/14,AK,50.6,2.0 ml tubes for final set,NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,8,PAV,N+P,1,1,1,shoot,0.4409,0.0098,2401.724,1818.29,4,0.2644,0.1765,2,1,1,1,NA,16,10/30/14,"AK,TP",49.3,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,7/8/15,7/9/15,7/13/15,NA,0.5,0.5
1,8,PAV,N+P,2,1,1,shoot,0.3794,0.00147,2304.306,1905.613,4,0.2285,0.1509,0,1,1,0,NA,2,9/25/14,"AK, EB, TP",50.6,15 min isopropanol incubation,NA,NA,NA,NA,NA,NA,NA
1,8,PAV,P,1,0,1,shoot,0.25,0.019,1378.126,1294.725,3,0.1501,0.0999,1,1,1,1,NA,8,10/19/14,AK,47.1,NA,NA,6/25/15,6/26/15,7/2/15,NA,0,0
1,8,PAV,P,2,0,1,shoot,0.0985,0.0067,732.151,1003.011,3,0.0595,0.039,1,1,1,0,P leaf broken when trans IAP stopped,9,10/20/14,AK,48.3,NA,NA,7/23/15,7/24/15,7/30/15,NA,1,0
1,8,RPV,low,1,0,0,shoot,0.2318,0.0101,1327.734,1310.772,3,0.1405,0.0913,0,1,1,1,NA,14,10/28/14,"AK, EB",46.9,frozen after chlororophyll transfer,<1ml 75% EtOH,NA,NA,NA,NA,NA,NA
1,8,RPV,low,2,0,0,shoot,0.2731,0.0118,1345.207,1254.247,3,0.163,0.1101,2,1,1,1,Tested in July for RT-PCR and came up negative for both PAV and RPV so it was re-tested in August,22,1/11/15,AK,50.2,samples went in fridge after grinding for ~15 min,Ext 21,8/19/15,8/21/15,8/21/15,NA,0,0
1,8,RPV,N,1,1,0,shoot,0.4494,0.0217,2465.667,2010.247,4,0.2705,0.1789,1,1,1,1,NA,1,9/22/14-9/24/14,"AK, EB, TP",53.7,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",NA,2/10/16,2/10/16,2/10/16,NA,0,0
1,8,RPV,N,2,1,0,shoot,0.4868,0.0171,2531.614,2098.129,4,0.2918,0.195,1,1,1,1,NA,12,10/23/14,"TP, AK",49.4,extra incubation before heating,NA,4/8/16,4/9/16,4/9/16,NA,0,0
1,8,RPV,N+P,1,1,1,shoot,0.3691,0.0101,2055.234,1725.81,3,0.221,0.1481,1,1,1,1,NA,11,10/22/14,"AK, EB",48.8,NA,NA,4/22/16,4/30/16,4/30/16,NA,0,1
1,8,RPV,N+P,2,1,1,shoot,0.4327,0.0152,2352.631,2085.467,3,0.2595,0.1732,1,1,1,0,NA,4,10/15/14,AK,51.2,2.0 ml tubes for final set,NA,4/8/16,4/9/16,4/9/16,NA,0,1
1,8,RPV,P,1,0,1,shoot,0.2455,0.0141,1335.6,1203.869,4,0.1468,0.0987,1,1,1,1,NA,11,10/22/14,"AK, EB",48.6,NA,NA,4/8/16,4/9/16,4/9/16,NA,0,0
1,8,RPV,P,2,0,1,shoot,0.0927,0.0023,875.068,1143.008,4,0.0564,0.0363,1,1,1,1,NA,13,10/24/14,AK,46.1,frozen after chloroform transfer,NA,4/22/16,4/30/16,4/30/16,NA,0,0
2,1,coinfection,low,3,0,0,shoot,0.134,0.0176,679.762,464.82,2,0.0806,0.0534,1,1,1,1,NA,12,10/23/14,"TP, AK",50.7,extra incubation before heating,NA,NA,NA,NA,NA,NA,NA
2,1,coinfection,N,3,1,0,shoot,0.1361,0.0121,722.77,575.1,2,0.0815,0.0546,1,1,1,1,NA,1,9/22/14-9/24/14,"AK, EB, TP",54.8,"Air dry 7 min, sit 5 min, frozen after chloroform transfer","used all tissue, used white label screw cap tube",NA,NA,NA,NA,NA,NA
2,1,coinfection,N+P,3,1,1,shoot,0.1683,0.0144,978.173,611.92,2,0.1003,0.068,1,1,1,1,NA,7,10/18/14,AK,46.2,NA,NA,NA,NA,NA,NA,NA,NA
2,1,coinfection,P,3,0,1,shoot,0.0942,0.0148,622.46,443.195,1,0.0564,0.0378,1,1,1,1,NA,8,10/19/14,AK,47.2,NA,used all tissue,NA,NA,NA,NA,NA,NA
2,1,healthy,low,3,0,0,shoot,0.114,0.0133,620.468,515.892,2,0.114,0,NA,NA,NA,NA,NA,18,11/5/14,"AK, EB",54.6,NA,NA,2/24/15,3/4/15,3/4/15,NA,0.5,0
2,1,healthy,N,3,1,0,shoot,0.1049,0.0071,564.088,512.708,2,0.1049,0,NA,NA,NA,NA,NA,19,11/6/14,"AK, TP",48.9,"tubes flipped after isoproponal addition, frozen after ethanol addition","some sample lost, try to re-do in 21",2/24/15,3/4/15,3/4/15,NA,0.5,0
2,1,healthy,N+P,3,1,1,shoot,0.2017,0.0167,1185.298,778.824,2,0.2017,0,NA,NA,NA,NA,NA,16,10/30/14,"AK,TP",47.44,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,2/24/15,3/4/15,3/4/15,NA,0,0
2,1,healthy,P,3,0,1,shoot,0.1639,0.0196,840.051,684.092,2,0.1639,0,NA,NA,NA,NA,NA,7,10/18/14,AK,50.2,NA,NA,3/24/15,4/21/15,4/21/15,NA,0.5,0
2,1,PAV,low,3,0,0,shoot,0.1859,0.0193,979.905,629.529,2,0.1099,0.076,1,1,1,1,NA,1,9/22/14-9/24/14,"AK, EB, TP",53.4,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",NA,NA,NA,NA,NA,NA,NA
2,1,PAV,N,3,1,0,shoot,0.0931,0.0083,502.888,402.572,1,0.0552,0.0379,1,1,1,1,NA,6,10/17/14,AK,41.4,NA,used all tissue,6/25/15,6/26/15,7/2/15,NA,1,0
2,1,PAV,N+P,3,1,1,shoot,0.1842,0.0261,937.815,547.003,2,0.1102,0.074,1,1,1,1,NA,1,9/22/14-9/24/14,"AK, EB, TP",50.3,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",NA,NA,NA,NA,NA,NA,NA
2,1,PAV,P,3,0,1,shoot,0.1894,0.0211,938.849,707.244,2,0.1128,0.0766,1,1,1,1,NA,6,10/17/14,AK,48.9,NA,NA,6/25/15,6/26/15,7/2/15,NA,1,0
2,1,RPV,low,3,0,0,shoot,0.1505,0.0128,913.221,621.274,2,0.0899,0.0606,1,1,1,1,IAP cage broken - may have not been inoculated,14,10/28/14,"AK, EB",48,frozen after chlororophyll transfer,NA,NA,NA,NA,NA,NA,NA
2,1,RPV,N,3,1,0,shoot,0.1314,0.0121,666.606,405.118,2,0.0788,0.0526,1,1,1,1,NA,5,10/16/14,"AK, TP, KR",47.8,2.0 ml tubes for final set,NA,NA,NA,NA,NA,NA,NA
2,1,RPV,N+P,3,1,1,shoot,0.0469,0.0163,951.777,613.69,2,0.0284,0.0185,1,1,1,1,4 aphids for transmission to L,12,10/23/14,"TP, AK",16.5,extra incubation before heating,used all tissue,4/22/16,4/30/16,4/30/16,NA,0,0
2,1,RPV,P,3,0,1,shoot,0.1469,0.0137,102.547,126.254,1,0.0878,0.0591,1,1,1,1,leaf broken when IAP stopped,6,10/17/14,AK,50.7,NA,NA,NA,NA,NA,NA,NA,NA
2,2,coinfection,low,3,0,0,shoot,0.1629,0.0279,827.857,627.571,2,0.0976,0.0653,1,1,1,1,NA,20,11/10/14,"AK, EB, TP",51.7,"frozen after chloroform transfer, frozen after ethanol addition",NA,NA,NA,NA,NA,NA,NA
2,2,coinfection,N,3,1,0,shoot,0.206,0.0203,924.273,730.797,2,0.1233,0.0827,1,1,1,1,4 aphids for transmission to N,18,11/5/14,"AK, EB",49.3,NA,NA,NA,NA,NA,NA,NA,NA
2,2,coinfection,N+P,3,1,1,shoot,0.1972,0.0253,1026.76,701.62,2,0.1189,0.0783,1,1,1,1,NA,3,10/1/14,"AK,EB,TP",49.5,Frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
2,2,coinfection,P,3,0,1,shoot,0.1011,0.0101,466.961,434.521,2,0.0604,0.0407,1,1,1,1,NA,7,10/18/14,AK,48.1,NA,NA,NA,NA,NA,NA,NA,NA
2,2,healthy,low,3,0,0,shoot,0.1342,0.0119,718.923,609.74,2,0.1342,0,NA,NA,NA,NA,NA,12,10/23/14,"TP, AK",50.6,extra incubation before heating,NA,3/3/15,3/5/15,3/10/15,NA,0.5,0
2,2,healthy,N,3,1,0,shoot,0.0529,0.0133,201.332,273.603,1,0.0529,0,NA,NA,NA,NA,leaf broken when IAP stopped,6,10/17/14,AK,44.9,NA,used all tissue,3/24/15,4/21/15,4/21/15,NA,0,0
2,2,healthy,N+P,3,1,1,shoot,0.2135,0.0177,1116.323,680.325,2,0.2135,0,NA,NA,NA,NA,NA,18,11/5/14,"AK, EB",53.3,NA,NA,2/24/15,3/4/15,3/4/15,NA,0,0
2,2,healthy,P,3,0,1,shoot,0.0692,0.0116,361.872,360.372,2,0.0692,0,NA,NA,NA,NA,NA,14,10/28/14,"AK, EB",46.9,frozen after chlororophyll transfer,NA,3/3/15,3/5/15,3/10/15,NA,0,0
2,2,PAV,low,3,0,0,shoot,0.1912,0.023,936.232,590.772,2,0.114,0.0772,1,1,1,2,NA,12,10/23/14,"TP, AK",50.5,extra incubation before heating,NA,7/23/15,7/24/15,7/30/15,NA,1,0
2,2,PAV,N,3,1,0,shoot,0.2127,0.0128,964.634,827.761,2,0.1279,0.0848,1,1,1,1,NA,19,11/6/14,"AK, TP",49.6,"tubes flipped after isoproponal addition, frozen after ethanol addition","some sample lost, try to re-do in 21",7/23/15,7/24/15,7/30/15,NA,1,0
2,2,PAV,N+P,3,1,1,shoot,0.2538,0.0208,1299.052,798.552,2,0.152,0.1018,1,1,1,1,NA,14,10/28/14,"AK, EB",50.3,frozen after chlororophyll transfer,>1ml 75% EtOH,6/25/15,6/26/15,7/2/15,NA,1,0
2,2,PAV,P,3,0,1,shoot,0.1243,0.0198,610.418,565.542,2,0.0748,0.0495,1,1,1,1,NA,11,10/22/14,"AK, EB",46.8,NA,NA,7/8/15,7/13/15,7/13/15,NA,1,0
2,2,RPV,low,3,0,0,shoot,0.2339,0.0239,1122.259,775.565,2,0.14,0.0939,1,1,1,0,NA,11,10/22/14,"AK, EB",46.4,NA,NA,NA,NA,NA,NA,NA,NA
2,2,RPV,N,3,1,0,shoot,0.2552,0.0204,1299.664,857.824,2,0.1529,0.1023,1,1,1,1,NA,18,11/5/14,"AK, EB",50.9,NA,NA,4/8/16,4/9/16,4/9/16,NA,0,0
2,2,RPV,N+P,3,1,1,shoot,0.0483,0.011,104.752,159.096,1,0.0286,0.0197,0,0,1,0,"leaf broken when IAP stopped, 3 aphids for transmission to NP",11,10/22/14,"AK, EB",20,NA,used all tissue,4/22/16,4/30/16,4/30/16,"Issues with PCR mean that this sample could have had light RPV band that wasn't detected, but fairly certain it didn't have a strong RPV band",0,0
2,2,RPV,P,3,0,1,shoot,0.2217,0.0244,1098.683,749.576,2,0.1339,0.0878,1,1,1,1,NA,5,10/16/14,"AK, TP, KR",49.3,2.0 ml tubes for final set,NA,NA,NA,NA,NA,NA,NA
2,3,coinfection,low,3,0,0,shoot,0.1491,0.0118,932.578,721.559,2,0.0897,0.0594,1,1,1,1,4 aphids for transmission to N,20,11/10/14,"AK, EB, TP",49.8,"frozen after chloroform transfer, frozen after ethanol addition",NA,NA,NA,NA,NA,NA,NA
2,3,coinfection,N,3,1,0,shoot,0.1062,0.0122,705.32,825.031,2,0.0637,0.0425,1,0,0,1,3 aphids for transmission to L,19,11/6/14,"AK, TP",45.5,"tubes flipped after isoproponal addition, frozen after ethanol addition",NA,NA,NA,NA,NA,NA,NA
2,3,coinfection,N+P,3,1,1,shoot,0.2483,0.016,1436.058,897.417,3,0.1494,0.0989,1,1,1,1,NA,13,10/24/14,AK,48.7,frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
2,3,coinfection,P,3,0,1,shoot,0.1376,0.0099,899.94,743.518,2,0.0828,0.0548,1,1,1,1,NA,4,10/15/14,AK,50.7,2.0 ml tubes for final set,NA,NA,NA,NA,NA,NA,NA
2,3,healthy,low,3,0,0,shoot,0.1375,0.007,856.038,631.45,2,0.1375,0,NA,NA,NA,NA,NA,1,9/22/14-9/24/14,"AK, EB, TP",50.6,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",NA,3/4/16,3/5/16,3/5/16,NA,0,0
2,3,healthy,N,3,1,0,shoot,0.0499,0.0052,247.234,289.956,1,0.0499,0,NA,NA,NA,NA,leaf broken when IAP stopped,6,10/17/14,AK,34.3,NA,used all tissue,3/24/15,4/21/15,4/21/15,NA,0,0
2,3,healthy,N+P,3,1,1,shoot,0.3119,0.015,1679.772,NA,2,0.3119,0,NA,NA,NA,NA,NA,16,10/30/14,"AK,TP",51.5,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,2/24/15,3/4/15,3/4/15,NA,0,0
2,3,healthy,P,3,0,1,shoot,0.2504,0.022,1275.694,882.876,2,0.2504,0,NA,NA,NA,NA,NA,19,11/6/14,"AK, TP",51.1,"tubes flipped after isoproponal addition, frozen after ethanol addition",NA,2/24/15,3/4/15,3/4/15,NA,1,1
